汉语,英语,概率
火上加油,fire,0.20519014042629427
出生率,birthrate,0.20518575535858352
十位,ten,0.20518461347598757
总产量,yield,0.20517991560982782
训示,try,0.2051770148894224
快车,fast,0.205176865760398
没希望,desired,0.20517458477112477
漫天要价,charge,0.20516801158926165
不前,at,0.20516291631508163
对方,other,0.2051475849877023
纹饰,crest,0.2051472036163531
清漆,highly,0.2051369186382647
足音,footfalls,0.20512689036827592
管制,are,0.20512588687202052
去你的,you,0.20512208545324168
反馈,feedback,0.20512102563918447
筋疲力竭,out,0.20512081933936638
当今,nowadays,0.20511868788238752
叫个不停,hers,0.20511207704080298
真才实学,stuff,0.20510925914171071
鸡棚,free,0.2051063410801728
划成,split,0.20510071014009656
显得,the,0.20509377850260785
该处,worked,0.20509234298702528
破坏活动,destroying,0.2050917237430067
合格品,merchandise,0.20508473120970191
次品,merchandise,0.20508473120970191
艰难困苦,has,0.20507892503785724
长过,past,0.20507693027000745
全景,perch,0.2050769032829017
透了,through,0.20506899420491434
别墅,villa,0.20506343314677847
144,book,0.20505963620958662
缩水率,shrinkage,0.20505537487821418
有待商榷,dispute,0.20505536132917832
拍拍,him,0.20505409724459114
环绕,round,0.20505005049876224
喧闹,a,0.20502495911050514
官僚,bureaucracy,0.20500484562503762
军中,army,0.2050011065273317
着色,coloring,0.20500093557890228
描线,coverage,0.204994253597262
欣,wheels,0.2049865596072469
食言,word,0.20498383502021975
出境,of,0.20497837380890216
卖命,only,0.2049735012403348
优越感,fantastic,0.20496879718685207
排得,of,0.2049685599130693
有洞察力,penetrating,0.20496661983007547
轻敲,tapped,0.2049632840745338
拐走,reeled,0.2049580438209549
不上去,can,0.20495741887781083
改以,to,0.20495584392015603
红肿,a,0.20495327502814922
1796,secured,0.20494068088381157
约摸,sirens,0.20493793658623471
那将,that,0.20492929785332553
左臂,save,0.20492731721810606
关心,concern,0.20492328410796376
牧人,shepherd,0.20491083401588106
差,a,0.20490606780057471
平衡感,mask,0.20490427570147005
娱乐片,mixture,0.204894824644416
擦洗,down,0.2048920102984939
电解质,separation,0.20489014323447646
分解为,separation,0.20489014323447646
百忙中,busy,0.2048886676493672
萧条,depression,0.20487304471197607
君子,honour,0.2048636671866467
引证,quoted,0.2048549715584569
体无完肤,pieces,0.20485439412800716
论起,kept,0.20482514576174363
上进,in,0.20482270192666843
夜校,in,0.20482270192666843
慌忙,rush,0.20482247063144887
睁,in,0.20481923775851874
观者,a,0.20481856939018594
还手,fought,0.2048184414303441
毫不在意,splashing,0.20481489197084105
任何关系,anything,0.20481413417529495
政治局势,commentated,0.20481318303672183
回顾,back,0.2048012514318379
社会学家,who,0.20477284082856798
自在,run,0.20477109063493054
接力,anchor,0.204766900737386
主力,anchor,0.204766900737386
季刊,journal,0.20476657615861538
废墟,ruins,0.2047603815236829
变戏法,execution,0.20475810430006508
重新学习,required,0.20475180932542314
走漏,breathe,0.20474938708864998
铁矿,minerals,0.20474881751187513
稍等,wait,0.2047399487082768
均无,call,0.20473501512967707
有约在先,prior,0.20471226601441478
在短期内,short,0.2047112480904899
按压,stopped,0.20470758884839768
情状,meeting,0.20470126002342698
窒息,for,0.20469906165398793
离任,late,0.2046983605728819
大晴天,glorious,0.20469782751439403
精锐部队,corps,0.204697502166421
驴,donkey,0.20469342154063475
挖的,dug,0.2046887042832641
会地,quire,0.2046815881810035
核心,core,0.20467255676666685
连接成,separate,0.204670794170682
大受欢迎,s,0.20466526029306534
梅特,maitland,0.20466216243008323
不肯,to,0.20466138788365723
139,jumps,0.20465762328673603
跳绳,jumps,0.20465762328673603
剑柄,studded,0.20465715419179345
少问,such,0.20464777783596474
某某人,such,0.20464777783596474
依旧是,old,0.20464261110931356
悲愤,woman,0.2046413147702059
坚信,belief,0.204637167837414
工作效率,efficient,0.20463309330737325
缴付,an,0.20463160572866967
匙,beans,0.2046282452015038
落井下石,boot,0.20462704926301065
疯子,mad,0.2046262926136533
谢神,am,0.20461056131349523
活人,am,0.20461056131349523
文豪,classic,0.20460982711481737
另找,for,0.20460334813141734
独立国家,independent,0.2046007385854367
两院,both,0.2045860939525329
历史背景,historical,0.2045810027321025
照顾,care,0.20456692884428762
尽速,you,0.20456425266753908
若能,if,0.20456147481345666
被删,out,0.2045584759700509
师资,has,0.20455429044017087
定向,directional,0.20455373813508046
相处的,with,0.20455198393673316
贴的,lacking,0.20453493986767185
发送器,echo,0.20453117991213352
存取方法,method,0.20453042660469306
事后诸葛亮,event,0.20451758228877737
这颗,this,0.2045121955276592
自己,himself,0.20451032341531214
烧制,burn,0.2045048991673988
你家,your,0.20450249198279274
手软,relent,0.2044939385248177
一眨,twinkle,0.20449050636952404
同一时间,time,0.20448925227879522
生日蛋糕,birthday,0.20448628201431493
回复,response,0.2044798216438239
光头,s,0.20446686088203944
和尚,s,0.20446686088203944
神甫,s,0.20446686088203944
得该,with,0.20446638765097372
呆着,hang,0.2044646469851824
万年,perhaps,0.20445386237291782
力图,tried,0.20445310049010046
低等,domestic,0.2044505009310277
苍天,god,0.20445018481595012
有没有,have,0.20444916693554246
隹,best,0.20444669186572748
退还,was,0.20444612739222565
顺心如意,world,0.20442624311422036
话柄,discreet,0.20442554240991642
酣,wakeless,0.20441857816515602
椎骨,falling,0.20441778480214023
错位,falling,0.20441778480214023
前夜,rear,0.20441691236347892
正巧,blow,0.20440990882623528
骑墙,ride,0.20440140203035656
池子,neat,0.20439785311466044
住地,keeps,0.20439576740213594
控制程序,control,0.20439455757142477
终点,end,0.20439420046938617
次要方面,factor,0.20438789502849936
非本质,factor,0.20438789502849936
诗文,presented,0.20438651078488995
烘得,flop,0.20437898391930237
庄园,house,0.20437399029340178
caring,caring,0.20436654689799424
分担,share,0.20436482914175474
缘起,explanatory,0.20436080485851588
解释性,explanatory,0.20436080485851588
点汤,washing,0.20435986315499968
单足跳,and,0.2043582213241648
蹦跳,and,0.2043582213241648
沾有,with,0.20435790637882095
会儿,few,0.20434465778613362
算了吧,it,0.20434324218768388
这段,this,0.2043383824541126
水渠,canal,0.20433516101861132
可由,narrow,0.20433455317187596
提箱,lugged,0.20432241210398033
拖进,lugged,0.20432241210398033
已婚的,married,0.2043221162561811
以备不时之需,day,0.20431706720538773
吃人,cannibals,0.20431395198544386
回荡,had,0.20431205159842378
一落千丈,drastically,0.20431142837702876
拴在,tied,0.20430953243707506
训人,preaching,0.20429531989209462
哭得,harder,0.20428941647073423
艺术歌曲,art,0.20428511638582056
爱乐,conducted,0.20428401740718907
奥斯汀,austin,0.20427946144375364
利维,olivia,0.2042734830324783
打抖,shook,0.2042723160894924
仰,back,0.20426359847945336
压倒多数,heavy,0.20426200860211513
乡音,accent,0.20425990181235618
增援,coming,0.2042516992857522
连续,of,0.2042507851353067
紧跟着,close,0.20424544959932422
身边,me,0.2042452314384644
切口,cut,0.20423898858903572
好望角,cape,0.20423803885636663
一骨碌,skid,0.20423788406512866
正因,left,0.2042319470565079
六岁,six,0.20422880536699187
公共场所,public,0.20422853945599118
从小,from,0.20422779652949327
番茄酱,cans,0.2042243072345546
眼球,eyeball,0.204218075450896
语法结构,within,0.20421779671177082
粗制滥造,churn,0.20421725910768274
一棒,onto,0.20420789149535096
换掉,have,0.20420784669346553
喑哑,yearning,0.20420266489349242
红着脸,red,0.20419977983658666
赌债,took,0.20419817541554214
英勇的,hero,0.2041953962978894
得劲,so,0.20418909399472093
蹋,rubbed,0.20418484099566753
各党派,pie,0.2041812910286789
激烈的,a,0.2041737993345529
半死,as,0.2041710557279351
痛惜,lamented,0.20417019557024213
怎能,how,0.20416911970031373
中途,in,0.2041683510004324
下颌,hook,0.20415709749913485
流行语,vulgar,0.20415077507014984
炽热,fiery,0.20414500218095033
捉迷藏,hide,0.20414040530402736
不确切,about,0.20412228884510322
修建,building,0.20410504893648748
里森,harrison,0.20410484204609344
怪模怪样,crumpled,0.20409778392719455
真能,picture,0.20409769572138292
别住,neck,0.2040892531007169
554,rather,0.20408872286564378
转运,dog,0.20408511253838074
150,off,0.20408280552513597
思古,nostalgic,0.20408189150564335
幽情,nostalgic,0.20408189150564335
无私的,unselfish,0.20407960746224285
先让,make,0.20407569115967145
起更,lash,0.2040755710711629
确凿证据,introduce,0.2040736177823144
余晖,remains,0.20406666179436828
出盘,shopkeepers,0.20406122537611632
巨额的,large,0.20405895617247405
十世纪,history,0.2040570496303716
阵营,liberal,0.20405106305997667
来之不易,hard,0.20402154352790253
应立即,immediately,0.2040211515585793
弧形,vaulted,0.204021047027554
隐身,remain,0.2040129977461548
可传,can,0.20400800971025326
终日,day,0.20400189401376392
船底,rowing,0.20399341699163942
仲裁者,decide,0.20399324572347644
又去,chummed,0.20397987654041255
这伙,knocked,0.20397529915879078
现阶段,enter,0.2039714254110459
辉煌,brilliant,0.20396754024956587
车房,disagreed,0.20396514453547598
每段,each,0.20396485230219613
文火,simmer,0.20396167758865738
草稿,draft,0.2039529525130894
舞步,a,0.20394665773216378
新生事物,significant,0.20394555421161856
传家宝,family,0.2039384545549721
着眼于,with,0.203932264740139
竖立起来,stand,0.20393119822580505
静下,tot,0.20393072070851673
乱堆,jumbled,0.203928514955855
迷途的,itself,0.203920070983833
缺乏教养,breed,0.20392000201623142
付诸实践,practice,0.20391282322878895
中场,half,0.20390937367463716
加足,fill,0.20390665799716626
间内,period,0.20390575184751922
方便,convenient,0.20389770799092916
深通,presently,0.20389716563259805
思想上,on,0.20389157995033005
各门,on,0.20388744035455553
石榴裙,feet,0.20387872379702368
串线,cross,0.20387236116627577
堆积物,action,0.20387012637824967
会成,but,0.20386712336948
隆隆声,hum,0.2038662113344514
拉到,drew,0.20385877904665847
宠,spoiled,0.20385608098063365
入席,places,0.2038560041176177
讳,confession,0.2038493574549337
懒鬼,lazy,0.20384708389022224
士,to,0.20384379373380165
活生生,dead,0.20383803234465636
沙门氏菌,salmonella,0.20383542873605834
毒症,salmonella,0.20383542873605834
想说的,what,0.20383410366191046
跳起来,sprang,0.20383369260297893
干,do,0.20383148846153784
好猜,s,0.20382974930222325
桅,mast,0.20382957446752173
楼顶,roof,0.203823156372569
克己,discipline,0.2038203163278713
建所,shabby,0.2038127491521417
厉声,out,0.20380109643198416
向地,in,0.20379742540187235
再把,out,0.20379648434167066
浙,creeping,0.2037891347259411
遇刺,assassination,0.20378890447292866
发光体,radiant,0.20377644980764842
予以,be,0.20377542851346456
停战,call,0.20377475289436445
少数民族,minority,0.20377284460431044
定人,person,0.20376269671857664
走远路,bathed,0.20375858740198072
精义,sermon,0.20375450921450214
装子弹,installed,0.2037473724734265
天晴,or,0.2037470983829987
孵化,hatching,0.20373506944520636
会议记录,minute,0.2037339988823053
五线谱,staffs,0.20373333779076813
这一回,really,0.20373049436134663
熟练地,skillfully,0.20371841557557613
务农,for,0.20371283378600769
过硬,edged,0.20371077892358766
日志,log,0.20369867411988665
全部都是,hole,0.20369847428778565
空空洞洞,hole,0.20369847428778565
还出去,burning,0.20369234493383878
高薪,high,0.2036911735534489
老底,casting,0.20367511763649412
困窘,embarrassed,0.2036750568515878
40,forty,0.2036749846285744
执行命令,an,0.2036749742198945
刚刚在,picked,0.20367173308587036
退火,anneal,0.20366334981991202
脆性,anneal,0.20366334981991202
迷上,overboard,0.20366196885185883
仙女,fairies,0.20365818895124105
冷眼,suspicious,0.20364866704759133
十分重视,earnest,0.20364779071525319
贴切,apt,0.20363184122577555
艾略特,no,0.20363138101703862
摸不透,can,0.20361885826375348
紫,after,0.2036147305557402
魔力,magic,0.20361282542465983
适中,moderate,0.20360532314003668
到处都,all,0.20360370081173484
只得到,desires,0.2036034293641582
色情杂志,sexually,0.20360259961036084
在混,marking,0.20358928771850793
家家户户,up,0.20358413221252075
耷拉,slunk,0.20358264559632197
溜掉,slunk,0.20358264559632197
本世纪末,century,0.20357865819535684
受贿,taking,0.20356925859304908
进身,look,0.20356790133827796
踏脚石,look,0.20356790133827796
气吁吁,puffing,0.20355759944279486
意料之中,be,0.20354986042117906
住进,in,0.20354266460552659
坚强,strong,0.20353535127644262
还有,and,0.20353256819076548
斯坦,of,0.20353021250235212
可将,on,0.20352886546297277
金门,golden,0.20352860563832262
歌女,golden,0.20352860563832262
关怀,care,0.20352776512169238
蓝色盲,discern,0.20352057978288401
色盲,discern,0.20352057978288401
代理权,authority,0.20351969205814632
拍摄,a,0.20349789217829786
了账,bills,0.20348344504127297
负有责任,liable,0.20348281635505805
您好,do,0.20346186585565312
点号,pointing,0.20346076443543956
区隔,pointing,0.20346076443543956
而由,once,0.20345817183592643
会报,closely,0.20345284160647462
生活史,life,0.20344917906300952
拭,absorbent,0.20344908258749173
般配,match,0.20343778702527557
指的是,mean,0.20343396833472854
到头来,end,0.2034331339432372
与己无关,although,0.2034323585044673
适宜于,for,0.20342605682039486
会拜,all,0.2034189689166488
年老多病,ailing,0.2034183848769855
高飞,mantle,0.20340782282484357
思念家乡,soldiers,0.2033972625674048
救助款,granting,0.20339701093939938
恰好是,mark,0.2033897973001656
色相,and,0.20338572451369036
警钟,a,0.20338004433125897
抛到,be,0.20337362472754542
还回去,back,0.20337139978249388
叉形,forked,0.20337053242002606
保护色,camouflage,0.20336759661142706
筹资,holding,0.20336143384662855
排走,walk,0.20336077922407367
好心人,tipped,0.203358667425978
看地图,map,0.20335782138580766
奏在,organ,0.2033555453291694
倒不是,not,0.20335278137953866
尽管,spite,0.2033498175869989
旧表,mucking,0.20334589121836563
剩了,squeezed,0.20332960227202557
总金额,total,0.203301131726602
本州岛,country,0.20330024493446905
日本海,country,0.20330024493446905
左上方,etch,0.20329616618728621
显而易见,obvious,0.20329502764054092
同格,word,0.20329049561760906
手脚,hand,0.20328284071823186
船体,hull,0.20328064227256692
懂你,you,0.2032770489767815
跑过,over,0.20327300123867162
1789,contributions,0.20327216072493057
欢宴,bash,0.2032719341274001
诱捕,trap,0.20327136592312084
铸钟,casting,0.20326743969076572
消失,away,0.20326212880597613
溺水,drowning,0.20326093409752793
竟需,fools,0.20325824437332302
64,in,0.20325708525819125
教得,step,0.2032469881763376
刻上,jeweller,0.20324571970393598
懒散,idle,0.20323605623302496
踏破,fell,0.20323521438884867
常看,often,0.20323399170802917
不理,arguments,0.20323331945623851
饭桶,nothing,0.2032120674937959
用人单位,forward,0.20321125485875155
轻松自在,easy,0.2032054636399327
霸道,bully,0.20320424888500352
金杯,gold,0.20319724852623916
卷尺,tape,0.2031887755799096
解下,loosing,0.20318155456265588
陪他,show,0.20316722024085804
进而,divided,0.20316058570036208
酬金,fee,0.20315937177548532
疲乏,tired,0.20315784166083067
狂怒,rage,0.20315515171038703
1639,settled,0.20315509019138467
418,settled,0.20315509019138467
外交大臣,honourable,0.20315350498411336
咕咕,about,0.20314912107259975
余味,persisting,0.20314356589801802
残留,persisting,0.20314356589801802
取笑,fun,0.2031433034270705
安全性,tested,0.20313619193392105
竞标,bid,0.20312334850316266
白喉,immunization,0.203121935270229
破伤风,immunization,0.203121935270229
抓着,caught,0.20311914124589117
教学大楼,ins,0.20310807180665952
音乐课,for,0.20309450721283293
前前后后,whole,0.2030877479485286
事实根据,arguments,0.20308176481539938
加付,basic,0.20308073387045567
插头,have,0.20307647596819356
宿营,camp,0.20306802984808336
紧接,thereafter,0.20306784342250053
券,ticket,0.20306372061873912
苦乐,bittersweet,0.20306281982608138
参半,bittersweet,0.20306281982608138
贫困潦倒,down,0.2030621987940722
划去,in,0.20305604766950044
接力赛跑,relay,0.20305274436692375
滑稽戏,dry,0.20304775283470824
不意,party,0.2030405116971615
犯法,law,0.2030367719232134
还是我,i,0.20303500973887684
不坏,bad,0.2030328685884599
潜伏,latent,0.20303112722089658
管区,district,0.20302524213603043
爵,in,0.2030119191212609
迈向,s,0.20301140246724705
阔大,main,0.2030113179119646
路向,main,0.2030113179119646
喉管,carburetor,0.20300820118885446
娱乐场,divides,0.20300628893695558
配称,aren,0.2030030851141025
配的,a,0.2030008148518174
味蕾,taste,0.2029977349837724
盐分,saline,0.2029969260809096
一层层,such,0.20298991107211595
肉馅,such,0.2029899110721159
少年时期,state,0.20298645473158616
坪上,lawn,0.2029678633802883
个人风格,personal,0.20295626453486654
镇纸,hold,0.20295075647882158
高兴,glad,0.2029501595668106
拐弯抹角,bush,0.20294201658500882
马驹,colt,0.20290707950126705
搔手,scratched,0.20290427657161975
更是,lower,0.2028944730190892
同伙,mates,0.2028819561535195
冒称,off,0.20287833073350262
正号,plus,0.20287632575065453
得下去,gone,0.20287424210420174
蒙昧主义,withholding,0.20287153892528725
撤走,aggressor,0.20287065655351522
美洲豹,prod,0.20286493634181677
拍摄角度,sweated,0.20285273871865883
打不起精神,cheesed,0.20285183949505894
精致,delicate,0.2028431149529757
河北,hebei,0.20283327243220675
捶胸顿足,beat,0.2028317749230012
痛不欲生,beat,0.2028317749230012
要做到,you,0.20283066415041148
畏缩,be,0.2028305879274314
各节,throughout,0.202829952147425
弱化,throughout,0.202829952147425
招来,for,0.2028194208663738
吐得,restroom,0.2028166935093776
十亿,a,0.20278474279635783
两腿,legs,0.2027844035269283
扩大,to,0.2027800721523599
大经,something,0.20277079328625205
睛,prophet,0.20276479634110303
夫妇关系,wife,0.20276200412618842
大钞,notes,0.2027504083731844
戒酒,on,0.20274865574754905
收帐,receivable,0.20274246291115572
这不过,superior,0.20273942895018066
断层,faults,0.20272754115333264
全不知,picture,0.20272745856601376
它真,weighing,0.2027229344268906
锭子,spindle,0.20271703740667887
筒管,spindle,0.20271703740667887
未免太,rather,0.20270026670729974
疯疯颠颠,carry,0.20269923479350904
牧师住宅,provided,0.20269659353794522
寓所,provided,0.20269659353794522
收押,exchanged,0.20268650554961412
够不够,enough,0.20268429751262515
每行,line,0.20268256158478098
韵脚,line,0.20268256158478098
制造厂,factory,0.2026778538055332
另眼相看,impress,0.20267385819351333
倒满,jars,0.20267331434657382
剂量,amounts,0.20266960615065682
打打气,ginger,0.20266459419129554
悲痛,grief,0.20266455501517763
几朵,shame,0.20265543162159608
寒碜,shame,0.20265543162159608
新来者,newcomers,0.20265192732076706
大致,are,0.20263642309123078
双簧,reed,0.20263579084724223
吹管,reed,0.20263579084724223
擒纵装置,lever,0.2026345766991047
控制杆,lever,0.2026345766991047
未曾,never,0.20263301982079868
诗抄,poems,0.20263251223338966
打下来,poems,0.20263251223338966
侵蚀,on,0.20262588768743528
讨饭的,living,0.2026212779710615
质疑,question,0.20261084637450336
狼狈不堪,miserable,0.2025978054634834
不现实,unrealistic,0.20258690740830426
看穿,through,0.20258353876132096
装蒜,posing,0.20258118180120638
相交,at,0.20257406063859784
姨母,auntie,0.20257115019787653
水气,steam,0.20256838992780182
欺凌,prey,0.20256675266260787
订正,range,0.2025659948602256
犀牛,tranquillize,0.20256136975866815
絮聒,rambling,0.20254970870144626
坚韧不拔,reliance,0.20254706944019718
腰弯,load,0.20253868700913144
提高了,in,0.2025368761985072
说谎,lying,0.20252628251154892
立起来,teach,0.2025226720459473
花草,plants,0.20252085007184414
刺激,stimulus,0.20251588018968245
失落,damnation,0.20249932219595324
马克思列宁主义,leninist,0.20249824140603104
瞧一瞧,look,0.2024965516667969
算机,look,0.2024965516667969
不见得,not,0.2024890747111642
波浪式,wavelike,0.20248310168168931
憋,spoiling,0.20247883420707222
外力,influences,0.20247713785339957
说来听听,anyway,0.20247479137169974
观望,on,0.20246736418884267
哨兵,sentry,0.20246209388414035
牧场,pasture,0.20246106088812552
钢骨,cheered,0.20245633675632077
省里,snowfall,0.20245400692867976
盛气凌人,over,0.20244332911902954
link,binder,0.20244266137910183
editor,binder,0.20244266137910183
桐油,timber,0.20244261186715884
舞台效果,effect,0.20244046641533742
彬彬有礼,polite,0.20243981484872717
敲,struck,0.2024288051373113
抗衡,hold,0.20242172517181253
空架子,has,0.2024103115517482
轰隆,went,0.20240680013499185
心想,thought,0.2024023393631172
抓走,bandits,0.2023990457782138
收走,whisked,0.2023931269752227
博尔顿,bolton,0.2023929382129615
设有,have,0.20238769947768714
坦诚相见,be,0.20238652006457294
不准备,going,0.2023772111718998
基数,cardinal,0.20237682149743358
不用,not,0.2023759632451581
没来,t,0.20237515940576525
整版,whole,0.20236830727374355
幼畜,cubs,0.20235819523416973
仑,blunt,0.20235638305168055
开完,couldn,0.20235022017304724
如与,in,0.20234969569028532
均被,are,0.20234553254742307
急得,m,0.20234312177217742
全本,cast,0.2023410231870485
通信联系,correspondence,0.20233855526224276
不小,squirt,0.20232233339130398
异教徒,heathen,0.2023187486971554
两派,groups,0.20231077296028058
用处,use,0.20231069067673058
梭,at,0.20228738967857549
团团,properly,0.20228384289755916
恶作剧,mischievous,0.2022815065365812
困惑,a,0.20227778831216428
尽付东流,gone,0.20226040208676094
杂,boy,0.20225691518875896
路程,it,0.20224203450887493
算不了什么,for,0.20223895300772324
丢弃,be,0.2022387391723466
警队,policemen,0.20223798310371205
时段,part,0.20222105553358485
120,in,0.2022179924495883
呜咽,sobbed,0.20220308361313175
病床,bed,0.202198572310199
恶狠狠,violent,0.2021946415077318
搞点,something,0.2021920977292052
有机肥料,enrich,0.2021917280627168
无机肥料,enrich,0.2021917280627168
肥力,enrich,0.2021917280627168
污名,a,0.20218892559693796
戎马生涯,a,0.20218892559693796
哨子,had,0.20217878300848383
磨擦,friction,0.20217706056083695
战犯,war,0.20215972731607193
远门,journey,0.202151738804555
紧跟,close,0.2021489481254329
包庇,covering,0.202148391993819
猎,hunt,0.20214464798865978
都没,t,0.20214088434573957
下到,go,0.20213751937973265
当选者,persons,0.2021352510496065
挣得,poor,0.20212453565411917
也好,or,0.20212301442324465
测速,ship,0.20211922690758732
船速,ship,0.20211922690758732
憨,meeting,0.2021170429733868
海王,neptune,0.2021158842874727
海王星,neptune,0.2021158842874727
第三位,neptune,0.2021158842874727
暴动,were,0.20209024673629844
三十三,housekeeper,0.2020828374749389
这几次,candidates,0.20207391992125118
未作,provision,0.20206787513997584
公共电话,calling,0.2020678603096534
比较,more,0.20206366649002053
倒向,flopped,0.202060055140297
球类,ball,0.20205483455503576
淋巴细胞,an,0.20205069436529635
真让,me,0.2020459297352321
探知,worming,0.2020452788502974
印上,pretty,0.2020393954986577
生意眼,pretty,0.2020393954986577
争强,force,0.20203498460341732
错失,end,0.2020343416336723
连起来,end,0.2020343416336723
超脱,or,0.20203168556778597
砖房,brick,0.20202668452791261
一扫而光,all,0.2020225813708785
大叫,shouted,0.20201153742113664
犹,a,0.20200472573166386
射向,rained,0.20200090933858697
绝食,hunger,0.20199761071892225
太岁头上动土,beard,0.2019959138788825
9999,pointed,0.2019957345116744
任意,at,0.20199285876807627
在说,saying,0.20199259849007883
逃离,from,0.20197531380264666
小错,well,0.20197112312968016
专业性,impressed,0.20196943644498552
界线,boundaries,0.20196810291280234
最难,most,0.20195393444436094
案,cases,0.20195089882342432
见死不救,dying,0.20194522732019804
含着,expresses,0.20194475536295237
遵,the,0.2019221750002942
观察家,observers,0.20191879625592216
边做,we,0.20191751674122138
这时候,time,0.20191394397918702
振动,to,0.20191098159318568
库房,in,0.20190959539777967
归类,particular,0.2019084203025393
擦得,at,0.20190528395557733
粘合剂,as,0.20189759219762177
孔道,structure,0.2018940143932928
助益,add,0.20189089275373015
势利眼,distance,0.20188972665186466
遵从,to,0.20188625859687445
天职,believed,0.20187566704342608
将给,so,0.20187252351013432
共餐,meals,0.2018707420366069
试一试,try,0.20186640409580675
沙丘,dunes,0.20186282677750675
男子单打,placed,0.2018572235536978
哄然大笑,composing,0.2018558418193456
精彩绝伦,elicit,0.20185538641747292
四岁时,age,0.20185164227390737
定型,dry,0.2018496252130881
入内,in,0.20184176618122932
细微差别,subtle,0.20183732148446362
维修工,toolmaker,0.20183403855387028
可能要,likely,0.20183124973283817
射程,gun,0.2018268383577294
祝辞,as,0.20182455133699975
悬挂,for,0.20182005087292765
珍珠鸡,fowl,0.20180566630419836
砍出,fight,0.20180435525296805
预告片,trailer,0.2018037413710647
望眼欲穿,licked,0.20180300711825278
脾气坏,fuse,0.2017971089998915
用得,that,0.20179684246413165
谷糠,grain,0.20179001520976647
营养物质,grain,0.20179001520976647
调成,grain,0.20179001520976647
管内,electrode,0.201788691367563
工种,job,0.2017841473951679
开发票,job,0.2017841473951679
盆,for,0.20178359292196021
锯掉,cut,0.20178179224916876
应允,promised,0.20177642186810446
好说,say,0.20176827683680199
借车,badger,0.20176531482175947
炼乳,taken,0.2017624150973695
七段,seventh,0.20176169617913248
让开,way,0.20174948410798202
读者来信,letters,0.20174937797033288
贴边,lining,0.20174715834349027
陪衬,lining,0.20174715834349027
胃病,stomach,0.20174634797848168
换新,trade,0.2017382173905112
来得,as,0.2017318013761167
一下子,at,0.20172613526207908
触怒,of,0.20172518607502818
谈谈,talk,0.20172208463365346
灌制,earliest,0.20172202950784227
如来,if,0.20172027355129685
体育界,sports,0.2017176449650504
著名人士,sports,0.2017176449650504
套管,lining,0.20171579062855624
必胜,pass,0.20171372484437625
一大半,half,0.2017096581890459
果干,emergency,0.20170477516494137
定量配给,emergency,0.20170477516494137
接触器,breaks,0.20170250178863966
答道,said,0.2017023236402022
微量,the,0.2016995629754091
警探,poked,0.20169819346812773
八岁,astounded,0.20169218223925853
海防线,coast,0.20168817832440625
无障碍,coast,0.20168817832440625
生吃,fresh,0.20168067750795488
务,make,0.20166611195499431
无名小卒,to,0.20166421848726382
垃圾箱,dust,0.20166025469670817
臭气熏天,dust,0.20166025469670817
王妃,princess,0.20165952403221254
首屈一指,ability,0.2016571117906962
1867,in,0.2016412943883874
农民协会,in,0.2016412943883874
报社记者,newspaper,0.201632636027847
有种,has,0.20163144066384384
拉不动,pull,0.2016264907545847
向外看,head,0.2016258066334893
微薄,small,0.2016226240852177
伸进,in,0.20161690147669303
仍按,remain,0.2016141545575639
私人关系,pulled,0.2015968776676995
如能,if,0.20159491574470864
人道主义,concern,0.20159163213560768
交点,convergence,0.2015912585881331
美男子,man,0.2015885526574295
坚强不屈,as,0.2015859509565033
轰出去,humbug,0.20158485264168657
不从,dismount,0.20158419097854915
橙红色,orange,0.20157770974360006
昏聩,belong,0.20157436929956726
景致,scenes,0.20157273636016482
一被,as,0.20157174184970394
涡轮螺旋桨飞机,turboprop,0.2015648366985129
涡轮,turboprop,0.2015648366985129
教过,misunderstood,0.2015612035817058
磁体,induced,0.20155907257732605
争论不休,conflict,0.20155783942989033
发条,back,0.20155331761372924
四川人,sichuan,0.2015450122226275
会社,nationality,0.20154300086860447
图线,geographical,0.20153972283384156
印行,impressions,0.201533591783407
围地,residences,0.20153129543967496
尼古拉斯,giving,0.20152805462194492
一口气,off,0.20152672860435736
有色,colored,0.20152198254094555
反对者,opponents,0.20152049153270846
抹上,with,0.20151882654292871
眼睫毛,flutter,0.20151550337501092
应试,knocked,0.2015144346325352
郊,workers,0.20149288398489928
次于,to,0.20148780963272916
讲完,had,0.20148689064424763
编年史,chronicle,0.20148518962288312
刚要,was,0.2014717063888644
零碎,pieces,0.20146961824057
热地,mad,0.20146909734038398
句调,inflection,0.20146128797988933
猛扑,on,0.20145786517727907
皮带传动,belted,0.20145533298230334
寄宿生,boards,0.20145246468110073
胃肠,affecting,0.20145052594092128
印支,has,0.20144642017957093
美国政府,has,0.20144642017957093
汉字,character,0.20144220843092855
制住,up,0.20143212081082937
遵守纪律,disciplinary,0.20141354661357283
见称,inspiring,0.20140996267551564
相遇,meet,0.20140675349518763
想成,be,0.20139342799075516
见鬼,hell,0.2013890551926657
只当,nose,0.2013886443320661
付帐,pay,0.20138177851029573
室外运动,outdoor,0.20138173402946724
过重,load,0.20137811428114133
短袖,short,0.20137202200242313
例行,nominal,0.20136940566401104
为国牺牲,country,0.20136222310935323
还敢,dared,0.20134871311238547
先打,not,0.20134670710094252
外野,plays,0.20133219950790943
最好在,better,0.20132730092839574
户内,indoor,0.20132483373642468
策略,policy,0.2013125592467754
