汉语,英语,概率
清洁工,a,0.24515006957882915
默默无闻,unknown,0.24514709391432404
留着,for,0.24514321846473924
立下,deeded,0.24514044566250265
治疗法,cures,0.24513541824291984
雀跃,a,0.24513374723158565
忘事,absent,0.24513239232701253
间歇,intervals,0.24510588036131248
开票,may,0.24510453789214956
不饿,hungry,0.24510425768180608
全防,penetration,0.24510180455622843
站,stood,0.2451013043815204
战马,charger,0.24508243884750783
军马,charger,0.24508243884750783
阵痛,labour,0.2450711499764442
内在,inner,0.24505592346765
在大多数情况下,most,0.2450444189861855
诗意,poetic,0.24504207069383088
愚妄,always,0.24504203489736248
蹦蹦,skipped,0.24503575513314768
下苦功,important,0.2450307665483618
快得多,much,0.24502816858609858
接收器,receiver,0.245025461616798
蒙骗,minute,0.24500712826522503
没下,held,0.24500429085093167
合拍,tune,0.2449836301285892
跑,ran,0.24497213403220613
里子,high,0.2449622049009584
防火布,covered,0.24494569374841352
盾状,shield,0.24494103851783952
选读,take,0.24493417941462686
还款,repayment,0.24493316810069185
这一带,in,0.24492909301344068
事前,until,0.24492746576067875
内裤,pants,0.24491378884796264
一文钱,mite,0.24491347340270794
求去,asked,0.24489448329585947
波长,wavelengths,0.2448893308580621
很重要,important,0.24487841101456176
径直,straight,0.24487173008375993
罪案,crime,0.24486637656250268
烤,roast,0.24486610074702242
票房,office,0.244858660029427
裁剪,working,0.24485671847848536
伟,great,0.2448403863935861
宿,such,0.24483931983453766
易破碎,easily,0.24483414134856377
非驴非马,specific,0.24483215336642075
不伦不类,specific,0.24483215336642075
倾斜面,gradual,0.24482602752752064
过道,passageway,0.2448244134658076
考核,in,0.24480655723749856
抬过,carry,0.2448058817825677
耶稣教徒,catholics,0.24480497603836762
不得志,directors,0.24480462952685647
货物保险,insurance,0.2447906571526949
侃侃而谈,drone,0.24478918198148558
现就,out,0.24478388895072611
黑死病,black,0.24478259250780346
繁文缛节,red,0.24477910995571317
舞会,ball,0.2447763513693538
在世,living,0.24476775685023197
沉重打击,massive,0.24476475294436742
而用,haired,0.2447629585289809
每句话,down,0.24476264233381956
近亲,near,0.24475667703087006
劫匪,robbers,0.24474910487947385
雨量,it,0.2447324915509328
经管,operate,0.24472218851816765
服满,then,0.24472077085000968
999,stir,0.2447104804483607
空白页,clean,0.24470798677604824
狡诈,crafty,0.24470406782862286
爬下,shinning,0.24470259242049558
酒精灯,wick,0.24469670472580524
加垫,upholstered,0.2446942495774909
方格,square,0.24469238636847865
身份,a,0.2446919307221611
一点点儿,under,0.24468838774819068
会上去,ever,0.24468252705034998
数起,counting,0.2446755161019732
走神,nobody,0.2446670621422369
页码,number,0.2446658954097555
实际,actual,0.24466456069205086
全副武装,armed,0.24465952900103205
一步棋,dial,0.24465221211215873
一阵子,a,0.24464953130686842
叶状,leaf,0.244649411723899
庭上,defiance,0.24464814130888335
海事法庭,exercising,0.24464387466751078
海事,exercising,0.24464387466751078
填,fill,0.24463171243722107
复合,consisting,0.24463056519094753
艾森豪威尔,eisenhower,0.2446214060942911
马儿,horses,0.24461991791671198
花圃,beds,0.24461944616984796
出去时,out,0.2446013945025612
奏了,played,0.24459971962004345
匆匆,off,0.2445867842816905
统帅,commander,0.2445829485689473
仔细搜索,extensive,0.24458105160848695
分解,decomposition,0.2445744329548513
新公园,new,0.244569292884482
招,in,0.24456735861885284
中都,both,0.24456131362501152
在某处,somewhere,0.2445521644671714
录到,take,0.2445471329945985
适销,marketable,0.2445454924256791
晒得,were,0.24453840317011755
无法挽救,who,0.244535104224804
腌鱼,souse,0.24453440134791918
出远门,far,0.24453289235284767
着书,book,0.24453136789676316
很胖,elemental,0.24451617656589922
助选团,campaign,0.24450943069528935
序言,preface,0.2445086298173153
天光,lights,0.2445073637786482
中间,of,0.24450420893123306
信纸,letter,0.24447550801101925
再,again,0.24447515300884146
肥皂粉,powder,0.2444727015103644
会弹,plays,0.24447131405500935
反击,at,0.2444681105483096
流动资产,progressively,0.24446798904188968
阿妈,a,0.24446768191796597
奶妈,a,0.24446768191796597
长裙,long,0.24446494371734653
况且,or,0.2444637229927589
骗你,you,0.2444552900450103
硫化物,sulfide,0.24445267466449042
更进一步,further,0.244445057459218
直了,as,0.24443888376548148
卓,intellectual,0.24443738241500412
被逼,even,0.24443520025268764
太甚,even,0.24443520025268764
爱我,my,0.24442663801619932
触觉,touch,0.24442337929448685
稀释剂,inert,0.24441184679404512
很遗憾,sorry,0.24441147183787146
拱顶,arch,0.24440900587922207
这才是,is,0.24439913668991564
揩净,clean,0.2443960766404972
礼让,averted,0.24438212658944647
货品,we,0.24437940030557218
疑犯,suspects,0.24437767441496616
身居要职,misconduct,0.24437330474663024
亦可,as,0.24437162202929635
衫,any,0.24437143140876869
踏步,motions,0.24436601170787195
投机性,risking,0.24436521265481378
分得,wonderful,0.24436398971842857
自变量,argument,0.2443639067465393
出自内心,professions,0.24436198459059755
太懒,lazy,0.24433965973753174
搅扰,moved,0.24433730888167687
标注,numbered,0.24433358314228557
消耗战,attrition,0.24433084458273924
嘘声四起,terrible,0.24432399789354806
刊印,article,0.24431074182741264
疾苦,relief,0.24430587271389137
可比,banana,0.24430318369589682
时代,times,0.24430152721241524
蒙面人,masked,0.24429423548590087
疮,located,0.24427627905286817
减了,have,0.24426300896021796
几段,few,0.24425753031230815
跑马,trots,0.24425515810219575
纸牌戏,game,0.24425485745818187
暴雨,storm,0.24423372305037158
大树,big,0.24421849013788458
分配,of,0.24420423043901782
公演,listed,0.24419331910354897
成块,requirements,0.24418698195467253
机关枪,machine,0.24418430914987704
发笑,laughed,0.24418412952694996
胡诌,but,0.24418221748443275
其外,keep,0.24417188937552575
准时到达,on,0.2441621976318126
政见,political,0.24416012287860697
小布,square,0.2441564412502357
论着,study,0.24415618007597764
出口商品,export,0.24415388868058893
节会,may,0.24414385133116376
近的,close,0.24413273327421559
对偶,among,0.24413252938617383
正坐,sitting,0.24413029609383027
一笔勾销,animosities,0.24412808142162187
断电,blacked,0.24411801300643007
登机,check,0.2441137728072438
花眼,seeing,0.24411284393907662
剪贴簿,pasted,0.2440994450455776
救济,the,0.24409774776433177
兴奋剂,stimulant,0.24408386120542788
伯,a,0.2440789340863707
装门面,show,0.24407842436616004
裁定,of,0.2440721536061184
民意,opinion,0.24406677595530168
终告,finally,0.2440607528100244
文凭,diploma,0.24405809567881473
负责,for,0.24404446388092177
圆,round,0.2440383234779139
熟化,properties,0.24403641555487257
陈化,properties,0.24403641555487257
嬉耍,playing,0.24403331557857807
往前走,go,0.24403167146612934
不多见,days,0.2440278215969666
深浅不同,shades,0.2440200904874825
铁哥们,side,0.2440115226677583
马不停蹄,mom,0.24400678433194803
如花似玉,flower,0.2440036413441822
切片,cut,0.2439989503949166
很尖,a,0.24399241222471516
谷草,seeded,0.24398779155417574
挨饿,hungry,0.24398144692067636
宽纵,wink,0.2439763871257514
剪了,guard,0.24397339706849086
西安,xian,0.24396251766792892
与此无关,benefit,0.2439619610539677
王八蛋,feel,0.24395928808831158
发音,pronunciation,0.24394999618166233
getup,up,0.2439403569443368
catchupwith,up,0.2439403569443368
小方块,small,0.24393776867243833
十个人,ten,0.24393165974448935
有轨,baggage,0.2439248233964293
乐吧,business,0.24392200118396884
建筑艺术,architecture,0.24391533458382278
蹲下,down,0.24391346237301614
悔罪,repentance,0.2438956593863646
偏向,one,0.2438928571126236
水潭,a,0.24389234963506126
主河道,a,0.24389234963506126
死水,a,0.24389234963506126
无生命,inanimate,0.2438841402503074
祸不单行,never,0.2438819315677937
拳王,severe,0.24388057640859706
十分相似,re,0.2438804635236279
微弱,the,0.24387497886737694
收归国有,nationalize,0.2438412794919862
随带,with,0.24382179590345252
不花,nosing,0.2438169264797485
冷热水,hot,0.24380731363467145
大石头,rock,0.24378836103786594
加税,taxes,0.24377748318546308
投回,wicket,0.24376411223742486
魔杖,disappear,0.24375927542330603
它与,opposed,0.24375453230564134
喻,corrective,0.24375398595152575
新闻广播,news,0.24375098419525912
便能,get,0.24374795592143625
谅,to,0.24374055713469217
大范围,an,0.24373185231045133
十进位,numbered,0.24372494593138855
卡车司机,driver,0.2437236449035409
嫌疑,suspect,0.2437222685662072
生活条件,living,0.2437112213142598
振奋起,gather,0.24370389138683385
乖乖,my,0.24369594618555954
同住,with,0.24369553366509
优质钢,fine,0.24369512321505615
滑坡,the,0.24368882720389057
移向,zoomed,0.24368641143725558
家儿,engaged,0.24368528553316254
拉锯,sawed,0.24368364090757463
顶着,against,0.24367780064705044
最接近,nearest,0.24367029878529345
糙,uncut,0.24365963256926204
恶感,ill,0.24364984353465186
1685,writer,0.2436481067398761
1732,writer,0.2436481067398761
不等式,inequality,0.24364577585944192
会聚,coordinated,0.24364176038723695
运输工具,vehicle,0.24363929058280495
内阁会议,handed,0.24363203610017956
所动,superior,0.2436305147513184
火星人,inadvertently,0.2436239901316144
多高,high,0.24361315944665843
西弗吉尼亚州,west,0.24360827421501588
喀,clicked,0.24360087944160289
位相,on,0.24359629211130976
妥协,compromise,0.243573836089089
扩孔,enlarge,0.2435712323664794
静海,magical,0.24356779204110704
弓形,curve,0.24356639848087508
首家,first,0.24356261549050143
泛指,general,0.2435607601401472
好把,had,0.24353517307282063
面罩,mask,0.24353483311600543
跟着,followed,0.24353390757428625
擦子,pad,0.2435317987065212
化学合成,synthesis,0.24353130078655477
颤音,rapid,0.2435239462698174
逼我,me,0.24352309030333744
失蹄,stumbles,0.24351558075001464
灯笼,casing,0.24350990942425965
计税,base,0.24350935701846785
谁呀,who,0.24350224476022087
历程,urge,0.24350147249674634
该省,as,0.2434967714621486
这倒,lot,0.24349536972696764
局域网络,lan,0.24348862830035167
Netware,lan,0.24348862830035167
在挤,overflow,0.24348131749856572
被你,you,0.24347279264138624
969,patriarch,0.24347152336851677
一贯,always,0.24346978204928055
失去理性,banter,0.24346457917506958
免罪,i,0.24346253984876423
口实,i,0.24346253984876423
亲善大使,ambassador,0.2434567288177514
理事,trustees,0.2434549459545856
情绪低落,spirits,0.24344957982394988
售与,takes,0.24343827259571568
锐利,keen,0.24340993458544904
多石,rocky,0.24339663722715013
贿赂,bribe,0.24338874430431495
宣言,declaration,0.2433764388929889
地形,the,0.24337550301836122
回访,visit,0.24337361368438393
庞培,pompeii,0.24336730462717587
4000,pompeii,0.24336730462717587
兽皮,skin,0.2433659995165283
精,in,0.243357439231543
剽窃者,plagiarist,0.24335350277626092
挤来挤去,hustled,0.2433292781600812
使唤,string,0.24332911461854798
核潜艇,cruise,0.24332558899109402
启幕,curtain,0.2433209566717014
梵文,indian,0.2433186301234186
炉灰,out,0.24331796654136342
约是,as,0.24331602623990978
后几,pass,0.24331460175011177
便有,aside,0.24331311876582132
复核,check,0.24331234991496564
性命,life,0.24331188821020724
补充,that,0.243309551540704
Let,ve,0.243309173664604
sTalk,ve,0.243309173664604
订,for,0.24330847985482995
惯坏,may,0.24330380031260287
鼻孔,nostrils,0.24330089505246258
东欧,eastern,0.24330029363912056
私营部门,expansion,0.243286023332088
过日子,live,0.24328078738601455
在想,thinking,0.24327174125502515
电梯,elevator,0.24326434686322015
夜宵,treat,0.24326074952287186
合体,that,0.2432557478934864
搅打,churn,0.2432272811143861
连夜,and,0.243221159337684
愿望,wish,0.2432171381357692
种,a,0.24321693968429467
增色,detracts,0.2432142176175837
瞧不起人,as,0.24321093688543957
将派,will,0.24319601058987808
鸣声,chirp,0.24319589238712627
寄生,or,0.2431911545739551
米林,designated,0.24318970675517615
搬入,junked,0.24318051228484092
猎鹿,and,0.2431751334392615
满城风雨,tremendous,0.24316581808535367
绚丽,strutted,0.2431649914737929
哀嚎,whined,0.2431648150565991
100,of,0.24315751582572495
估价,of,0.24315189674623597
漏出来,number,0.2431449986643425
键槽,slot,0.24312626021864248
毂,slot,0.24312626021864248
脾气好,good,0.24312430791376594
计算机输出,mathematical,0.24312295323570038
院的,cinema,0.24311460855900843
德文,devon,0.24311210606113248
第一人称,speaker,0.2431088323944442
要卖,sell,0.2431081643393088
相亲相爱,stuck,0.24310562759193524
原来是,to,0.24310394830194496
跑起来,a,0.24309432227367522
借助,by,0.24308448814990938
通讯,communication,0.24308120347269238
夫妻俩,eyeball,0.24307729933557737
文字处理,word,0.24307697230988515
400,up,0.24306966488121937
牢,prison,0.2430611951482655
商场,clothes,0.24306037415261655
分隔,of,0.24305428447136676
馆内,one,0.24303440287953404
胆固醇,cholesterol,0.24302949296837106
总论,digest,0.2430219945230043
纲要,digest,0.2430219945230043
忠心,loyalty,0.2430192727541031
射击,at,0.24301620914528546
机警地,weather,0.24301201706737363
睁,in,0.24301067533843312
冷战,war,0.243009285400859
油管,oil,0.2430090620137232
彩旗,decked,0.24300768102510037
真慢,slow,0.2429921208502574
辐条,radial,0.2429907981833595
陆续,that,0.24299021889989442
盒里,is,0.2429877444482146
高原,plateau,0.24298417533226255
攻势,passes,0.2429825014186619
矮林,shrubs,0.24298220029925002
忘掉,forget,0.24297604337625175
一出戏,play,0.2429743660190807
下人,essence,0.24297309448477883
定量,cola,0.24297025828119476
其妻,wife,0.2429569451779752
里尔,cyril,0.24295624796758383
球场,field,0.24295365851626288
恕我直言,me,0.24294663789792467
有氧健身,involves,0.24294610900992922
急需,needed,0.2429454217457132
135,obtain,0.24294454451552083
拜,that,0.24294296859155448
注定,was,0.24293122869614328
服兵役,exempted,0.24292770560912993
倾向于,inclined,0.24291600148833908
足部,ball,0.24290189406120533
收割,gathered,0.24289665384600295
困扰,with,0.24287584618365632
发回,presidential,0.24287187065531032
别无其他,was,0.24286987007125166
钆,precise,0.2428691771216292
柔韧,flexible,0.2428667612550117
省点,easy,0.24286498478402369
追溯到,back,0.24285132585572258
至上,ones,0.24284614598456172
静寂,quiet,0.24284270555680793
出发,start,0.24282375276704055
说不定,might,0.24282108800552316
着实,really,0.2428210018048779
吞食,outside,0.2428149943982449
观众席,an,0.24280957099436418
别对,t,0.24279546276470362
疵,slight,0.24279437494339232
划痕,slight,0.24279437494339232
河南人,henan,0.24278812986976797
去拿,get,0.24278205263745323
下院,mps,0.24277878436106737
有可能,may,0.24277801450904532
英雄事迹,pictured,0.24277707068573542
反面教材,classic,0.2427763719559862
撒,isaac,0.24277307441153223
反帝,speaking,0.24277255223046734
建筑工程,construction,0.24276905954645792
会停,construction,0.24276905954645792
下在,sergeants,0.24274061454911675
不求名,fame,0.24273947763812267
不求利,fame,0.24273947763812267
鼓满,filled,0.24273914895686755
查寻,to,0.24272438906802773
画谜,presented,0.24272039595306857
短内裤,underpants,0.24271571478064055
法则,laws,0.24271438565495929
花的,in,0.2427119213227608
廊,on,0.24270756861059392
不可磨灭,concern,0.2427068191977291
滚来滚去,dried,0.2427041285345699
平头钉,tack,0.24270271121832865
繁杂,complex,0.2426933134846549
人情,common,0.24269011009817928
伊莉莎白,elizabeth,0.24268584966916812
隔壁邻居,door,0.2426677597996939
令人作呕,nauseating,0.24265623603022013
商量,consult,0.2426496331740098
伊斯兰,islamic,0.24264241965327799
锌钡白,zinc,0.24264236724503677
硫化锌,zinc,0.24264236724503677
氧化锌,zinc,0.24264236724503677
硫酸钡,zinc,0.24264236724503677
瞧着,look,0.24264031365049
中餐,chinese,0.24263967691191968
密集的,thick,0.24263883049759152
印象,impression,0.24263199760756668
惨了,dog,0.24262795403940496
皱襞,ruffle,0.2426251399116227
束,a,0.24262317577768583
夜间工作,by,0.24262292338388805
如胶似漆,on,0.24261888733886244
着称,known,0.24260598374887368
比较而言,however,0.24260274663027517
匹夫,many,0.24260229047294093
不适宜,not,0.24259810409535454
下钻,my,0.24259444857728296
女服,dress,0.24259175024056878
退票,refundable,0.24258866992235095
换回,stamps,0.24258736117812302
一场空,dream,0.24258307331020715
这才,welcome,0.2425798631381122
半个月,half,0.24257662107020997
自治,borough,0.24256379710509143
随身,along,0.24255227938616067
斜着,slopes,0.24255052375885078
糟塌,frittered,0.2425447973525397
横蛮,old,0.24254417730028316
消肿,should,0.24252170756409286
龙头,faucet,0.24251817087615077
赤手空拳,barehanded,0.24249681373712842
赏识,favour,0.24249183736463786
涌出,out,0.2424917798826184
骏马,set,0.24248477599504942
全月,operator,0.24248209239614135
砂石,ore,0.2424814854390563
螺旋桨,propeller,0.24247605676364525
晚霜,late,0.24246815169456928
水晶球,crystal,0.24246784766585794
作出评价,has,0.2424662504722338
学去,school,0.24244938065269672
飞起来,that,0.2424389430608641
成功地,succeeded,0.24243165944132306
标价,the,0.2424301895249783
将回来,will,0.24243015992494701
入学,entrance,0.2424297712331046
露酒,liqueur,0.24242303886930103
蚝,oysters,0.24241721056560608
十二月份,yearly,0.24241347451755232
记录在案,on,0.24241306071317303
发起人,one,0.2424081894983722
陈述句,similarly,0.2424071491744486
辣味,pleasantly,0.2424065162477767
所以有,many,0.2423989157156265
喊声,shouts,0.2423951293255381
醒悟,up,0.24238334129320596
昏沉沉,s,0.24237987141808678
横档,rails,0.2423760377007115
街头,street,0.24237150814077343
退回,back,0.24234033243302902
不停地,away,0.24233957453967042
同享,friendship,0.24233549329462306
爱斯基摩,sole,0.24233410120329388
噤声,withered,0.2423329298338176
腋,to,0.24232945062166153
形式化,form,0.24232927983692906
上海港,shanghai,0.2423238956549931
奶,milk,0.24231284249273918
议付,non,0.24231174332852495
教员,teacher,0.24230544730570366
求援,help,0.2423048278660925
三站,three,0.2423015784831599
浑,over,0.24229620024537515
朕,reconcile,0.24229572014388046
弦外之音,lines,0.24229347088667466
便宜货,bargain,0.24229116502918252
瞎了眼,blind,0.2422640847389465
服装店,or,0.2422554374599972
盈眶,grow,0.24222956228691978
核废料,nuclear,0.24222492866061693
任何时候,ever,0.24222337099440464
多情,ardent,0.24222258116936182
顺顺当当,ran,0.24222237497273025
拙劣,poor,0.24222235948626475
依此类推,ll,0.24221757664814947
栖于,aquatic,0.24220617387120935
闲荡,around,0.24219888314955382
恨之入骨,a,0.24218429334524424
恢复过来,from,0.2421840816396629
味道鲜美,melts,0.24218048653099136
战火,make,0.24217339496453738
媾和,make,0.24217339496453738
塞入,into,0.2421663645328349
学不会,to,0.2421292587049042
上发条,wind,0.2421224675058051
坏毛病,bad,0.24211705464045885
移,to,0.24211409166510828
最得,best,0.24211238976951213
果粉,nearly,0.24210900690522713
撞到,into,0.24210351084997847
重复,repeated,0.2421032008542776
靠上去,front,0.24210187654421056
令人,is,0.24209010628144043
不翼而飞,was,0.24208700477892464
吓倒,by,0.24208467064113776
看清楚,see,0.24207618502014183
炮台,fort,0.24207302901753902
登到,of,0.24206287250044206
埃菲尔,of,0.24206287250044206
笼,over,0.24206165245467848
既是,both,0.24205503580433085
所有制,ownership,0.2420469075207371
不及格,failed,0.24204520334625682
来问,made,0.24204079412938145
恶运,ill,0.242037481353051
名演员,actor,0.24203358418814216
了解,know,0.2420239501201008
成名,famous,0.24202083217399675
喜鹊,magpie,0.2420192017888562
因为有,attribution,0.24201399576763877
流离失所,were,0.24201153704601264
软化,soften,0.24200967120153452
备要,prosperity,0.24200641920328256
卡洛斯,carl,0.24200340512162297
伶俐,glib,0.24200011896366974
Workbench,workbench,0.24199520521649504
落榜,failed,0.24198565805803982
好坏,the,0.24196324220419282
而跟,get,0.241962011550453
选购,shopping,0.24195790220196242
下雪天,snow,0.24195606925427376
城市问题,sociologist,0.24193029369974597
内地,outback,0.24193010115218355
烫头发,a,0.24192933505066566
诊所,office,0.24192594144351212
不放心,qualms,0.24192369176132242
带给,to,0.24192205206311895
中出,on,0.24191447458952134
五金店,carries,0.24191076264826472
得意,his,0.2419039133425566
定能够,is,0.24190364488499294
期末考试,final,0.241900985782454
样本,catalogue,0.24189196042053535
其它窗口,other,0.24189155858086275
失意,ups,0.24188864613528818
比起来,vendors,0.2418873146493085
长形,long,0.24187884306932103
放有,contains,0.24187701380912566
微微,quivered,0.241874524789492
牛腰,kidney,0.24187323110298542
优雅风度,style,0.24186769838991395
化工厂,factory,0.2418565180866715
扭在,secured,0.24185086774626502
多打,shot,0.24183014915755016
电汇,as,0.24181832386370467
储藏室,managed,0.2418168079189442
雕成,a,0.24181654758381846
配眼镜,glasses,0.24180582335761502
220,per,0.24179184804649864
吃糖,out,0.24179144527715798
天机,debug,0.24179081107833553
早于,than,0.2417874885339852
一再,again,0.24177333433689685
灰,gray,0.24177182558385638
备注,indicating,0.2417703452360646
瞬刻,the,0.24176377405775692
喧,the,0.24176377405775692
讥,the,0.24176377405775692
全由,was,0.2417622250926128
不已,of,0.24175986270969346
基岩,solid,0.24175336439800127
提前,ahead,0.24175266229957124
神经错乱,mind,0.24173880500343528
尼龙绳,nylon,0.2417141630435626
罚下场,ousted,0.2417093908310478
相异,unlike,0.24170408141292746
栅,bars,0.24170320558844588
相连,attached,0.24170253189684543
呈献,presented,0.2416956205944679
地力,out,0.24169355358357542
可塑性,plastic,0.24169215941828046
归来,returned,0.2416875307794283
设于,located,0.24168347243338573
馥,jessamine,0.2416748345885446
最高的,highest,0.24165966709757278
沉重负担,taxation,0.24165399571260446
广岛,firestorm,0.24164982877813201
补偿,for,0.24164378638544037
分析仪,constituents,0.24164288570237624
可敬,lack,0.24163508457548322
整盒,whole,0.24163433570027376
郁,with,0.24161861048850647
本来会,have,0.2416178219156226
武官,household,0.24161636925870694
胜过,than,0.2416145254083392
条文,a,0.24161186829490205
人民生活,heartened,0.24161118937735374
石匠,masons,0.24160927361039447
干透,dry,0.24158711672763536
梦幻,are,0.24156739044740616
长辈,elders,0.24156558144662313
韵律,metrical,0.24156451928821546
主角,leading,0.24156210467291067
流音,capable,0.24156196605719427
几米,few,0.241547061210497
连根拔,plucked,0.24154379917412286
外墙,outside,0.24154164046170926
氧化物,oxide,0.24152271429514371
感激,grateful,0.24152156398098087
白脱,dish,0.2415153135034412
油面,dish,0.2415153135034412
娱乐节目,composition,0.2415025813031222
书费,book,0.24149835741204884
卫士,guard,0.2414971351267536
勒索钱财,gangsters,0.24149603245414922
打包票,isn,0.241493920027926
撕了,posters,0.2414919716772925
弹簧床,bed,0.24149172711202646
看不惯,about,0.24148624119559398
查尔顿,charlton,0.2414640784190348
据我,i,0.24146170631646202
还再,still,0.24146087851806683
光着头,it,0.24144306419558634
应以,shall,0.24143492371387834
正式开始,set,0.24143187971621521
击倒,down,0.2414317920301587
拉去,hooked,0.2414277460870555
切身利益,are,0.24142306973295424
作用于,affecting,0.24142272103826184
搬运,carrying,0.24141405328936877
一蹶不振,over,0.24140619866174495
moustache,moustache,0.24139249280869296
mustache,moustache,0.24139249280869296
颜色混合,merge,0.24138837004362027
读出来,the,0.2413865346736109
劝过,reasoned,0.24138449534466158
新中国,new,0.2413844928306941
主干道,main,0.24137695306645846
推理,reasoning,0.24137506630270453
犯规,foul,0.24137488931637388
合乎逻辑,logical,0.24137159518425805
沙尘,chokes,0.24136378785896445
呛人,chokes,0.24136378785896445
倾注,s,0.24135794742127617
居住区,residential,0.24135625334351224
就着,with,0.24134521382862262
昨天下午,yesterday,0.24133171102253773
领主,lord,0.2413293644005166
躯壳,brethren,0.2413229924141861
圆珠笔,ballpoints,0.24129803115540308
重头,over,0.24129623657637217
耳后,forgets,0.24128985514346837
摇头,at,0.24127930431428146
交谊,bring,0.24127726622443685
烤鸭,roast,0.24127706769548465
试点单位,experimenting,0.24127681410860324
实发,one,0.24127254016681304
不通人情,unkind,0.24127193425167018
感知,perception,0.2412611992507816
保养费,costs,0.24124996132219412
背着,behind,0.2412428070339659
古董,antique,0.2412379894932018
沙地,sands,0.24123582589659362
专门术语,discipline,0.24122463169820213
盘货,inventory,0.2412205814081668
付得,afford,0.24122026395703347
爸妈,parents,0.24121875349748384
索非亚,sophia,0.24120530368915413
榨汁机,an,0.24120406295434696
实力,strength,0.24120122528581114
考,test,0.24119559885311512
评述,survey,0.24118953099622908
腮腺炎,mumps,0.24118645436428593
编译程序,compiler,0.24118543594472275
多旧,poses,0.24117869867396663
兄弟姐妹,s,0.2411689904040067
旅游车,coach,0.24116780995855358
社会改革者,passionate,0.24116352090165308
乐曲声,music,0.24115205084145344
互向,each,0.24114871058683202
风门,flue,0.24114536982228668
稳,steady,0.24113325881990194
小事一桩,nothing,0.24113137736288456
谎,lied,0.24113010603408774
众目睽睽之下,full,0.2411274683864291
一级,a,0.24111776369667878
叫嚣,clamored,0.2411046021238584
见新,clamored,0.2411046021238584
花粉,pollen,0.24108621776280476
老实人,honest,0.24108601845207692
不但,but,0.24108530777452794
伏安,one,0.24108505199196012
乘积,one,0.24108505199196012
应带,take,0.24107647822250178
上上下下,and,0.24107460506342984
逢迎,flattering,0.24106583464145945
下坠,falling,0.2410653787660224
越高,then,0.2410486172322703
想见,see,0.24104438609555387
大乱,begin,0.24103931652663316
反复推敲,his,0.24102933936765844
更高,higher,0.2410248032428808
忽视,neglect,0.24100967011533536
找东西,through,0.24099745560149485
三番两次,talks,0.2409871506967642
高空,an,0.24098415474426724
瞧瞧,see,0.24097753366167224
约请,keep,0.2409542090960381
1665,probability,0.2409528210173864
概率论,probability,0.2409528210173864
国宴,highly,0.2409489230897027
稳定剂,yield,0.2409440902841825
一切问题,be,0.24091850613377438
政治舞台,stage,0.24091628397793
高棉,mon,0.24091547587863915
秀丽,writes,0.24091481908267162
贪污,embezzling,0.24091078134007102
止于,in,0.2409090472524117
升迁,promotion,0.24090809704382182
抵挡不住,the,0.24089753358991345
timer,way,0.2408938404499091
汇款,by,0.2408929052328649
死的,dying,0.24087834601160343
家门口,door,0.2408719212836999
挽诗,something,0.24087098832799345
咽喉炎,throat,0.24086291041030702
一闪,a,0.24086066307051998
失和,divided,0.24086001948956104
互联网,internet,0.24084895103445023
则不,not,0.24084837456838082
振荡,mean,0.24083504860698338
加缝,by,0.24081304519389649
悼念,memorial,0.24081142373682102
方头,ends,0.2408069784667356
火车车厢,railway,0.24080423010715193
印发,printed,0.24079528737725847
面目一新,spot,0.24076948406837592
上起来,up,0.24076775184188165
聋哑人,can,0.24076651222551354
削皮,pared,0.2407550323164999
剥皮,pared,0.2407550323164999
痴心妄想,wishful,0.24075158015365783
磨碎,to,0.2407510458039944
收讫,invoice,0.24074793249032939
及格,pass,0.24074681581020907
捅,poked,0.2407367583874725
反躬自问,soul,0.2407310117840898
要来,to,0.24072940973621104
异己,constituting,0.2407226026422409
那几,packages,0.24071688572252117
黏合剂,a,0.24070964044988985
警醒,kept,0.24069319936638528
野生,wild,0.24068371972776284
值日,duty,0.24068092078991205
伙食费,plan,0.24067007978974803
丞相,prime,0.24065463194509384
老王,lao,0.24065272364017826
不相容,incompatible,0.24065097944358257
囔,babel,0.24065055963677703
防守战,clock,0.24064885191619753
接点,point,0.24063708717278437
副职,standing,0.2406297526308891
禁烟,all,0.2406221294188008
烟雾弥漫,smoke,0.24061711738899128
第六,sixth,0.24061198201394615
电唱机,record,0.2406010230763523
三夜,nights,0.24059439226306373
挂着,with,0.24058616414839673
机身,ripped,0.24057634185168095
列车长,chief,0.2405666181606322
演奏,playing,0.24056368581126167
走吧,go,0.24056338208940026
正相反,way,0.24055440002357756
心地,of,0.24054605807394988
清香,counteract,0.24054574278616123
词性,verbal,0.2405434518429631
天顶,zenith,0.24054208343858974
官儿,plenty,0.24053745993662426
劈柴,worked,0.240536426670428
机动,motor,0.24053458885889503
家徒四壁,own,0.2405252438423037
调头,tossed,0.24052012272677764
鲍威尔,powel,0.24051935725364765
财,fortune,0.24051774713316193
种过,pitch,0.2405047824002965
社,club,0.24050261028909756
木料,wood,0.24049684568152635
末日来临,warrant,0.2404957017798098
风景优美,scenic,0.24048759216783364
好了吗,have,0.24048480286775328
夥伴,split,0.24046670677809523
拆夥,split,0.24046670677809523
矢,that,0.2404660531139209
数项,that,0.2404660531139208
等你,you,0.24043817409448867
发脾气,temper,0.24041793130321223
偿还债务,debts,0.24040342177251411
醉醺醺,drunk,0.24039932480052684
不强,not,0.24039527558404739
